"STATE","ABBR","COUNTY","PRECINCTS","REPORTING","OBAMA","MCCAIN","OTHER"
"Alabama","AL","Autauga ",25,25,6091,17398,121
"Alabama","AL","Baldwin ",70,70,19362,61192,640
"Alabama","AL","Barbour ",21,21,5685,5862,58
"Alabama","AL","Bibb ",10,9,2289,6247,68
"Alabama","AL","Blount ",27,27,3518,20362,292
"Alabama","AL","Bullock ",18,18,4001,1389,10
"Alabama","AL","Butler ",28,28,4174,5472,33
"Alabama","AL","Calhoun ",54,54,16325,32326,493
"Alabama","AL","Chambers ",25,25,6782,8060,75
"Alabama","AL","Cherokee ",26,26,2299,7285,123
"Alabama","AL","Chilton ",19,19,3666,13934,127
"Alabama","AL","Choctaw ",33,33,3633,4220,27
"Alabama","AL","Clarke ",31,31,5907,7455,50
"Alabama","AL","Clay ",25,25,1722,4946,59
"Alabama","AL","Cleburne ",17,17,1166,5204,98
"Alabama","AL","Coffee ",34,34,5068,14909,114
"Alabama","AL","Colbert ",36,36,9698,14729,297
"Alabama","AL","Conecuh ",28,28,3411,3461,42
"Alabama","AL","Coosa ",14,14,2269,3245,40
"Alabama","AL","Covington ",30,30,3238,12431,88
"Alabama","AL","Crenshaw ",20,20,1938,4316,28
"Alabama","AL","Cullman ",52,52,5855,28837,466
"Alabama","AL","Dale ",23,23,5257,13873,149
"Alabama","AL","Dallas ",32,32,13958,6791,57
"Alabama","AL","DeKalb ",51,51,5654,17951,279
"Alabama","AL","Elmore ",32,32,8268,25695,192
"Alabama","AL","Escambia ",34,34,5176,9365,91
"Alabama","AL","Etowah ",58,58,13480,30562,537
"Alabama","AL","Fayette ",29,29,1988,5875,80
"Alabama","AL","Franklin ",26,26,3469,8048,153
"Alabama","AL","Geneva ",28,28,2106,9314,98
"Alabama","AL","Greene ",16,16,4402,876,16
"Alabama","AL","Hale ",18,18,4969,3196,25
"Alabama","AL","Henry ",17,17,2990,5558,39
"Alabama","AL","Houston ",38,38,12194,29205,213
"Alabama","AL","Jackson ",43,43,6367,14068,338
"Alabama","AL","Jefferson ",378,378,166015,149843,1768
"Alabama","AL","Lamar ",27,27,1614,5419,42
"Alabama","AL","Lauderdale ",39,39,13318,24050,592
"Alabama","AL","Lawrence ",31,31,5159,9269,190
"Alabama","AL","Lee ",37,37,21410,32344,472
"Alabama","AL","Limestone ",35,35,9530,23588,349
"Alabama","AL","Lowndes ",15,15,5447,1807,18
"Alabama","AL","Macon ",19,18,9444,1396,24
"Alabama","AL","Madison ",106,106,64062,86910,1452
"Alabama","AL","Marengo ",27,27,5925,5511,28
"Alabama","AL","Marion ",23,23,2597,9530,186
"Alabama","AL","Marshall ",47,47,7021,25680,325
"Alabama","AL","Mobile ",200,200,81741,97670,985
"Alabama","AL","Monroe ",34,34,5023,6173,40
"Alabama","AL","Montgomery ",123,123,61999,41972,421
"Alabama","AL","Morgan ",59,59,13882,35986,493
"Alabama","AL","Perry ",18,18,4423,1676,20
"Alabama","AL","Pickens ",27,27,4584,5426,29
"Alabama","AL","Pike ",30,30,5856,7981,61
"Alabama","AL","Randolph ",28,28,3062,7169,130
"Alabama","AL","Russell ",22,22,10078,8700,105
"Alabama","AL","Shelby ",76,76,20575,68945,772
"Alabama","AL","St. Clair ",37,37,6088,27630,297
"Alabama","AL","Sumter ",15,15,5218,1723,23
"Alabama","AL","Talladega ",34,34,13769,20109,265
"Alabama","AL","Tallapoosa ",31,30,6052,13105,110
"Alabama","AL","Tuscaloosa ",101,101,32738,45351,519
"Alabama","AL","Walker ",47,47,7418,20719,370
"Alabama","AL","Washington ",36,36,3032,5592,42
"Alabama","AL","Wilcox ",30,30,4553,1849,10
"Alabama","AL","Winston ",23,23,1756,8099,149
"Alaska","AK","Alaska ",438,438,80505,136585,5005
"Arizona","AZ","Apache ",45,45,15141,8381,292
"Arizona","AZ","Cochise ",64,64,17944,27590,774
"Arizona","AZ","Coconino ",85,85,27064,19449,597
"Arizona","AZ","Gila ",39,39,7566,13425,327
"Arizona","AZ","Graham ",18,18,3487,8375,139
"Arizona","AZ","Greenlee ",8,8,1165,1711,36
"Arizona","AZ","La Paz ",12,12,1794,3302,97
"Arizona","AZ","Maricopa ",1142,1142,542206,675027,13907
"Arizona","AZ","Mohave ",73,73,21286,42729,1048
"Arizona","AZ","Navajo ",70,70,14953,19199,400
"Arizona","AZ","Pima ",417,417,191465,168670,4244
"Arizona","AZ","Pinal ",88,88,42905,57714,1173
"Arizona","AZ","Santa Cruz ",24,24,8680,4517,101
"Arizona","AZ","Yavapai ",112,112,34731,58043,1386
"Arizona","AZ","Yuma ",42,42,17679,23658,440
"Arkansas","AR","Arkansas ",26,26,2616,4184,174
"Arkansas","AR","Ashley ",23,23,2883,5166,248
"Arkansas","AR","Baxter ",43,43,6531,12841,588
"Arkansas","AR","Benton ",83,83,23412,50855,1638
"Arkansas","AR","Boone ",29,29,4429,10559,462
"Arkansas","AR","Bradley ",16,16,1673,2259,99
"Arkansas","AR","Calhoun ",12,12,690,1459,64
"Arkansas","AR","Carroll ",31,31,4160,6070,323
"Arkansas","AR","Chicot ",14,14,2927,1935,41
"Arkansas","AR","Clark ",19,19,4265,4608,219
"Arkansas","AR","Clay ",21,21,2245,3032,234
"Arkansas","AR","Cleburne ",36,36,2951,7962,425
"Arkansas","AR","Cleveland ",19,19,909,2443,143
"Arkansas","AR","Columbia ",17,17,3496,5711,141
"Arkansas","AR","Conway ",33,33,3144,4687,298
"Arkansas","AR","Craighead ",26,26,11279,18859,792
"Arkansas","AR","Crawford ",42,42,5265,14746,606
"Arkansas","AR","Crittenden ",45,45,9361,7420,272
"Arkansas","AR","Cross ",24,24,2580,4393,157
"Arkansas","AR","Dallas ",10,10,1470,1756,90
"Arkansas","AR","Desha ",22,22,2546,1977,106
"Arkansas","AR","Drew ",17,17,2598,3860,152
"Arkansas","AR","Faulkner ",51,51,14099,25310,862
"Arkansas","AR","Franklin ",31,31,1868,4407,195
"Arkansas","AR","Fulton ",14,14,1818,2700,155
"Arkansas","AR","Garland ",42,42,14987,25011,916
"Arkansas","AR","Grant ",20,20,1562,5022,208
"Arkansas","AR","Greene ",32,32,4541,8578,493
"Arkansas","AR","Hempstead ",30,30,2861,4252,206
"Arkansas","AR","Hot Spring ",35,35,4216,7014,449
"Arkansas","AR","Howard ",21,21,1745,2956,143
"Arkansas","AR","Independence ",30,30,3551,8023,350
"Arkansas","AR","Izard ",47,47,1767,3141,229
"Arkansas","AR","Jackson ",19,19,2220,3146,260
"Arkansas","AR","Jefferson ",178,178,18272,10614,563
"Arkansas","AR","Johnson ",22,22,3043,4911,224
"Arkansas","AR","Lafayette ",21,21,1133,1685,84
"Arkansas","AR","Lawrence ",30,30,2136,3357,335
"Arkansas","AR","Lee ",15,15,2263,1455,46
"Arkansas","AR","Lincoln ",28,28,1709,2513,183
"Arkansas","AR","Little River ",22,22,1752,3247,152
"Arkansas","AR","Logan ",38,38,2196,5136,263
"Arkansas","AR","Lonoke ",55,55,5880,17046,507
"Arkansas","AR","Madison ",27,27,2142,3970,212
"Arkansas","AR","Marion ",16,16,2379,4510,252
"Arkansas","AR","Miller ",29,29,4866,9913,281
"Arkansas","AR","Mississippi ",71,71,6638,6967,367
"Arkansas","AR","Monroe ",24,24,1505,1602,72
"Arkansas","AR","Montgomery ",18,18,1090,2359,165
"Arkansas","AR","Nevada ",21,21,1471,2061,99
"Arkansas","AR","Newton ",22,22,740,1716,104
"Arkansas","AR","Ouachita ",21,21,4598,5602,197
"Arkansas","AR","Perry ",19,19,1351,2743,181
"Arkansas","AR","Phillips ",20,20,5687,3094,172
"Arkansas","AR","Pike ",15,15,1087,2727,150
"Arkansas","AR","Poinsett ",10,10,2740,4900,291
"Arkansas","AR","Polk ",19,19,1955,5470,250
"Arkansas","AR","Pope ",58,58,5986,15535,509
"Arkansas","AR","Prairie ",23,23,1048,2223,110
"Arkansas","AR","Pulaski ",136,136,88632,70094,2270
"Arkansas","AR","Randolph ",29,29,2460,3601,235
"Arkansas","AR","Saint Francis ",30,30,5371,3910,102
"Arkansas","AR","Saline ",75,75,12657,30842,977
"Arkansas","AR","Scott ",30,30,1052,2790,151
"Arkansas","AR","Searcy ",20,20,1161,2726,162
"Arkansas","AR","Sebastian ",88,88,13592,28404,896
"Arkansas","AR","Sevier ",18,18,1254,3052,162
"Arkansas","AR","Sharp ",26,26,2436,4535,281
"Arkansas","AR","Stone ",31,31,1756,3810,203
"Arkansas","AR","Union ",21,21,6177,10657,312
"Arkansas","AR","Van Buren ",21,21,2145,4269,276
"Arkansas","AR","Washington ",118,118,28965,37915,1395
"Arkansas","AR","White ",94,94,6708,19429,753
"Arkansas","AR","Woodruff ",20,20,1350,1135,130
"Arkansas","AR","Yell ",29,29,2001,3805,225
"California","CA","Alameda ",1041,1041,374922,93372,8818
"California","CA","Alpine ",5,5,422,252,17
"California","CA","Amador ",59,59,7321,9818,369
"California","CA","Butte ",159,159,41474,39954,1970
"California","CA","Calaveras ",30,30,8464,10979,513
"California","CA","Colusa ",18,18,2206,3273,96
"California","CA","Contra Costa ",854,854,258610,115205,6402
"California","CA","Del Norte ",18,18,3869,4429,210
"California","CA","El Dorado ",150,150,33010,40512,1482
"California","CA","Fresno ",712,712,94788,94814,2915
"California","CA","Glenn ",30,30,3693,5874,225
"California","CA","Humboldt ",140,140,30807,16704,1558
"California","CA","Imperial ",108,108,17791,10850,459
"California","CA","Inyo ",27,27,3208,3833,202
"California","CA","Kern ",588,588,76189,111254,3402
"California","CA","Kings ",210,210,14190,19178,601
"California","CA","Lake ",52,52,11986,8034,542
"California","CA","Lassen ",44,44,3586,7483,277
"California","CA","Los Angeles ",4883,4883,1938744,826512,53708
"California","CA","Madera ",109,109,14997,20251,652
"California","CA","Marin ",189,189,93772,24478,1949
"California","CA","Mariposa ",21,21,3766,4880,199
"California","CA","Mendocino ",249,249,15963,6256,673
"California","CA","Merced ",118,118,28152,23994,802
"California","CA","Modoc ",20,20,1311,2980,95
"California","CA","Mono ",13,13,2827,2159,110
"California","CA","Monterey ",184,184,61837,27321,1586
"California","CA","Napa ",147,147,28212,14251,810
"California","CA","Nevada ",99,99,23035,20899,864
"California","CA","Orange ",2109,2109,433988,469124,17198
"California","CA","Placer ",379,379,64460,80209,2465
"California","CA","Plumas ",29,29,4715,6034,276
"California","CA","Riverside ",1403,1403,210905,197517,7029
"California","CA","Sacramento ",1330,1330,253581,172431,7956
"California","CA","San Benito ",59,59,5940,3566,172
"California","CA","San Bernardino ",1391,1391,237831,214031,9301
"California","CA","San Diego ",2328,2328,559983,462191,17362
"California","CA","San Francisco ",580,580,253375,40829,6169
"California","CA","San Joaquin ",515,515,90851,74318,2874
"California","CA","San Luis Obispo ",152,152,63159,57550,2672
"California","CA","San Mateo ",555,555,166334,56100,3649
"California","CA","Santa Barbara ",318,318,95677,61099,3074
"California","CA","Santa Clara ",1142,1142,386279,158630,10070
"California","CA","Santa Cruz ",260,260,78495,20063,2331
"California","CA","Shasta ",150,150,24322,41482,1408
"California","CA","Sierra ",22,22,743,1157,68
"California","CA","Siskiyou ",72,72,7575,9288,466
"California","CA","Solano ",214,214,74340,40755,1864
"California","CA","Sonoma ",453,453,144399,47184,4097
"California","CA","Stanislaus ",447,447,75106,74025,2835
"California","CA","Sutter ",62,62,7360,10445,297
"California","CA","Tehama ",47,47,6848,11106,471
"California","CA","Trinity ",23,23,3197,2904,181
"California","CA","Tulare ",250,250,32670,44729,1226
"California","CA","Tuolumne ",68,68,11319,14700,620
"California","CA","Ventura ",602,602,132937,103256,3985
"California","CA","Yolo ",146,146,46499,21486,1333
"California","CA","Yuba ",46,46,7107,9608,383
"Colorado","CO","Adams ",216,216,90113,62321,2972
"Colorado","CO","Alamosa ",8,8,3521,2635,130
"Colorado","CO","Arapahoe ",369,369,128366,100409,3392
"Colorado","CO","Archuleta ",8,8,2822,3618,149
"Colorado","CO","Baca ",9,9,532,1568,67
"Colorado","CO","Bent ",5,5,799,1077,44
"Colorado","CO","Boulder ",234,234,115339,41644,2486
"Colorado","CO","Broomfield ",38,38,16031,12675,524
"Colorado","CO","Chaffee ",15,15,4827,4832,184
"Colorado","CO","Cheyenne ",5,5,198,890,23
"Colorado","CO","Clear Creek ",9,9,3295,2278,134
"Colorado","CO","Conejos ",10,10,2106,1616,67
"Colorado","CO","Costilla ",8,8,1236,411,37
"Colorado","CO","Crowley ",6,6,552,976,30
"Colorado","CO","Custer ",3,3,914,1668,45
"Colorado","CO","Delta ",20,20,5007,9905,283
"Colorado","CO","Denver ",426,426,195499,60226,3882
"Colorado","CO","Dolores ",4,4,356,803,30
"Colorado","CO","Douglas ",138,138,51813,73225,1339
"Colorado","CO","Eagle ",30,30,13055,8112,282
"Colorado","CO","El Paso ",387,387,104670,155914,3823
"Colorado","CO","Elbert ",18,18,3775,9030,274
"Colorado","CO","Fremont ",30,30,6801,12595,403
"Colorado","CO","Garfield ",27,27,10847,10932,344
"Colorado","CO","Gilpin ",6,6,1944,1249,94
"Colorado","CO","Grand ",12,12,3961,4088,140
"Colorado","CO","Gunnison ",15,15,5512,3112,182
"Colorado","CO","Hinsdale ",3,3,239,343,31
"Colorado","CO","Huerfano ",11,11,1989,1582,74
"Colorado","CO","Jackson ",5,5,277,624,13
"Colorado","CO","Jefferson ",324,324,155020,129291,5157
"Colorado","CO","Kiowa ",4,4,172,630,24
"Colorado","CO","Kit Carson ",13,13,898,2420,75
"Colorado","CO","La Plata ",30,30,15422,11170,395
"Colorado","CO","Lake ",6,6,1847,1076,64
"Colorado","CO","Larimer ",153,153,84461,68932,2692
"Colorado","CO","Las Animas ",16,16,3483,3033,111
"Colorado","CO","Lincoln ",13,13,543,1683,40
"Colorado","CO","Logan ",16,16,2837,5986,128
"Colorado","CO","Mesa ",82,82,23470,43669,1026
"Colorado","CO","Mineral ",1,1,270,334,18
"Colorado","CO","Moffat ",13,13,1566,4101,152
"Colorado","CO","Montezuma ",11,11,4619,6913,202
"Colorado","CO","Montrose ",28,28,6115,11525,418
"Colorado","CO","Morgan ",17,17,3762,6222,147
"Colorado","CO","Otero ",17,17,3454,4324,123
"Colorado","CO","Ouray ",5,5,1629,1360,57
"Colorado","CO","Park ",13,13,4196,4835,235
"Colorado","CO","Phillips ",8,8,587,1513,25
"Colorado","CO","Pitkin ",10,10,7260,2448,137
"Colorado","CO","Prowers ",13,13,1464,3026,85
"Colorado","CO","Pueblo ",131,131,38074,28523,994
"Colorado","CO","Rio Blanco ",5,5,654,2425,55
"Colorado","CO","Rio Grande ",15,15,2427,2916,65
"Colorado","CO","Routt ",18,18,8133,4634,200
"Colorado","CO","Saguache ",9,9,1620,913,61
"Colorado","CO","San Juan ",1,1,264,218,14
"Colorado","CO","San Miguel ",6,6,3345,930,66
"Colorado","CO","Sedgwick ",5,5,468,857,26
"Colorado","CO","Summit ",17,17,9700,4845,213
"Colorado","CO","Teller ",13,13,4370,7939,243
"Colorado","CO","Washington ",6,6,518,1935,35
"Colorado","CO","Weld ",107,107,46644,55913,2027
"Colorado","CO","Yuma ",14,14,1105,3238,79
"Connecticut","CT","Fairfield ",176,174,232339,160890,2673
"Connecticut","CT","Hartford ",191,191,265282,138466,4826
"Connecticut","CT","Litchfield ",50,50,44731,40336,1443
"Connecticut","CT","Middlesex ",34,34,53008,32917,1228
"Connecticut","CT","New Haven ",191,191,231077,143297,4511
"Connecticut","CT","New London ",59,59,73638,47842,1574
"Connecticut","CT","Tolland ",25,25,44874,29543,1051
"Connecticut","CT","Windham ",33,33,28353,21293,915
"Delaware","DE","Kent ",43,43,36383,29822,707
"Delaware","DE","New Castle ",229,229,178712,74595,3039
"Delaware","DE","Sussex ",67,67,40299,47939,832
"District of Columbia","DC","District of Columbia ",143,143,210403,14821,1349
"Florida","FL","Alachua ",69,69,73134,47025,1413
"Florida","FL","Baker ",9,9,2326,8672,60
"Florida","FL","Bay ",54,54,23603,56597,785
"Florida","FL","Bradford ",19,19,3430,8135,110
"Florida","FL","Brevard ",230,230,127400,157402,2644
"Florida","FL","Broward ",792,792,487638,234690,3485
"Florida","FL","Calhoun ",18,18,1821,4344,78
"Florida","FL","Charlotte ",80,80,39006,45180,922
"Florida","FL","Citrus ",41,41,31428,43666,992
"Florida","FL","Clay ",64,64,26635,66847,675
"Florida","FL","Collier ",94,94,52710,83238,841
"Florida","FL","Columbia ",25,25,9171,18668,287
"Florida","FL","DeSoto ",15,15,4378,5625,116
"Florida","FL","Dixie ",12,12,1921,5188,145
"Florida","FL","Duval ",285,285,192173,197171,2403
"Florida","FL","Escambia ",90,90,61152,90826,1456
"Florida","FL","Flagler ",38,38,24682,23931,352
"Florida","FL","Franklin ",8,8,2122,3799,76
"Florida","FL","Gadsden ",25,25,15566,6805,117
"Florida","FL","Gilchrist ",10,10,1993,5654,131
"Florida","FL","Glades ",13,13,1674,2533,33
"Florida","FL","Gulf ",8,8,2144,4971,76
"Florida","FL","Hamilton ",8,8,2360,3179,44
"Florida","FL","Hardee ",12,12,2561,4758,81
"Florida","FL","Hendry ",23,23,4998,5779,101
"Florida","FL","Hernando ",56,56,18980,25220,577
"Florida","FL","Highlands ",25,25,17913,25903,419
"Florida","FL","Hillsborough ",382,382,219580,209503,3567
"Florida","FL","Holmes ",8,8,1443,7023,110
"Florida","FL","Indian River ",55,55,29565,39972,700
"Florida","FL","Jackson ",31,31,7632,13695,177
"Florida","FL","Jefferson ",15,15,4082,3794,72
"Florida","FL","Lafayette ",5,5,640,2677,36
"Florida","FL","Lake ",103,103,62710,82512,1168
"Florida","FL","Lee ",171,171,117878,145624,1945
"Florida","FL","Leon ",165,165,91356,55521,1150
"Florida","FL","Levy ",20,20,6707,11751,260
"Florida","FL","Liberty ",8,8,892,2337,44
"Florida","FL","Madison ",11,11,4270,4544,71
"Florida","FL","Manatee ",139,139,67785,78040,1182
"Florida","FL","Marion ",151,151,70771,89571,1553
"Florida","FL","Martin ",52,52,33474,44110,643
"Florida","FL","Miami-Dade ",758,758,491195,351462,3004
"Florida","FL","Monroe ",33,33,20868,18906,432
"Florida","FL","Nassau ",21,21,10577,27326,283
"Florida","FL","Okaloosa ",52,52,25623,68181,857
"Florida","FL","Okeechobee ",18,18,5102,7551,117
"Florida","FL","Orange ",262,262,271866,186079,2853
"Florida","FL","Osceola ",110,110,59081,39489,614
"Florida","FL","Palm Beach ",784,784,342527,211163,3006
"Florida","FL","Pasco ",154,154,102217,109902,2343
"Florida","FL","Pinellas ",376,376,243994,206909,4812
"Florida","FL","Polk ",166,166,113552,128658,2086
"Florida","FL","Putnam ",55,55,13201,19586,297
"Florida","FL","Santa Rosa ",41,41,19394,55843,743
"Florida","FL","Sarasota ",157,157,102413,102650,1761
"Florida","FL","Seminole ",126,126,99140,104885,1489
"Florida","FL","St. Johns ",46,46,35578,68800,825
"Florida","FL","St. Lucie ",80,80,66830,52323,936
"Florida","FL","Sumter ",44,44,17644,30859,347
"Florida","FL","Suwannee ",16,16,4572,11672,198
"Florida","FL","Taylor ",14,14,2787,6446,106
"Florida","FL","Union ",11,11,1299,3933,53
"Florida","FL","Volusia ",179,179,127474,113716,2086
"Florida","FL","Wakulla ",12,12,5303,8869,143
"Florida","FL","Walton ",33,33,7158,19527,310
"Florida","FL","Washington ",18,18,2858,8165,90
"Georgia","GA","Appling ",19,19,1846,5085,65
"Georgia","GA","Atkinson ",6,6,938,1941,23
"Georgia","GA","Bacon ",7,7,817,3089,31
"Georgia","GA","Baker ",8,8,846,828,13
"Georgia","GA","Baldwin ",16,16,8587,7823,109
"Georgia","GA","Banks ",15,15,1027,5120,89
"Georgia","GA","Barrow ",18,18,6657,17625,280
"Georgia","GA","Bartow ",19,19,9662,25976,410
"Georgia","GA","Ben Hill ",7,7,2590,3417,28
"Georgia","GA","Berrien ",11,11,1468,4889,72
"Georgia","GA","Bibb ",44,43,38851,26981,283
"Georgia","GA","Bleckley ",3,3,1380,3657,32
"Georgia","GA","Brantley ",11,11,1119,5080,73
"Georgia","GA","Brooks ",11,11,2669,3507,20
"Georgia","GA","Bryan ",12,12,3630,9105,89
"Georgia","GA","Bulloch ",18,18,9586,14174,144
"Georgia","GA","Burke ",17,17,5233,4344,41
"Georgia","GA","Butts ",7,7,3064,5944,77
"Georgia","GA","Calhoun ",7,7,1342,862,7
"Georgia","GA","Camden ",16,16,6482,10502,87
"Georgia","GA","Candler ",4,4,1209,2286,20
"Georgia","GA","Carroll ",33,33,14334,28661,429
"Georgia","GA","Catoosa ",14,14,6025,18218,225
"Georgia","GA","Charlton ",11,11,1193,2458,22
"Georgia","GA","Chatham ",92,92,62755,46829,566
"Georgia","GA","Chattahoochee ",3,3,830,811,11
"Georgia","GA","Chattooga ",15,15,2591,5564,134
"Georgia","GA","Cherokee ",46,46,22350,70279,1026
"Georgia","GA","Clarke ",26,26,29513,15309,492
"Georgia","GA","Clay ",7,7,879,558,3
"Georgia","GA","Clayton ",60,60,82527,16506,353
"Georgia","GA","Clinch ",7,7,989,1678,29
"Georgia","GA","Cobb ",188,188,141216,170957,2966
"Georgia","GA","Coffee ",8,8,4811,8872,57
"Georgia","GA","Colquitt ",21,21,4139,9185,105
"Georgia","GA","Columbia ",47,47,15703,39322,298
"Georgia","GA","Cook ",10,10,2075,3782,46
"Georgia","GA","Coweta ",30,30,15521,37571,410
"Georgia","GA","Crawford ",8,8,1832,3358,46
"Georgia","GA","Crisp ",8,8,3078,4423,36
"Georgia","GA","Dade ",9,9,1608,4698,93
"Georgia","GA","Dawson ",10,10,1632,8242,93
"Georgia","GA","Decatur ",16,16,4424,5890,56
"Georgia","GA","DeKalb ",196,196,254594,65581,1895
"Georgia","GA","Dodge ",18,18,2595,5543,70
"Georgia","GA","Dooly ",9,9,2138,1991,29
"Georgia","GA","Dougherty ",30,30,26135,12547,150
"Georgia","GA","Douglas ",27,27,27825,26812,419
"Georgia","GA","Early ",13,13,2602,2709,21
"Georgia","GA","Echols ",3,3,201,981,5
"Georgia","GA","Effingham ",23,23,4936,15230,132
"Georgia","GA","Elbert ",13,13,3366,4868,73
"Georgia","GA","Emanuel ",14,14,3068,5110,56
"Georgia","GA","Evans ",12,12,1374,2462,19
"Georgia","GA","Fannin ",14,14,2611,7807,154
"Georgia","GA","Fayette ",38,38,20313,38501,470
"Georgia","GA","Floyd ",27,27,10691,23132,374
"Georgia","GA","Forsyth ",34,34,15406,59166,705
"Georgia","GA","Franklin ",15,15,1910,6054,84
"Georgia","GA","Fulton ",344,344,272000,130136,2498
"Georgia","GA","Gilmer ",15,15,2614,8408,117
"Georgia","GA","Glascock ",6,5,210,1202,16
"Georgia","GA","Glynn ",22,22,12676,20479,161
"Georgia","GA","Gordon ",15,15,4268,13113,208
"Georgia","GA","Grady ",15,15,3539,5775,45
"Georgia","GA","Greene ",10,10,3339,4532,47
"Georgia","GA","Gwinnett ",165,165,129025,158746,2345
"Georgia","GA","Habersham ",16,16,2900,11766,127
"Georgia","GA","Hall ",41,41,14457,44962,504
"Georgia","GA","Hancock ",9,9,3535,795,14
"Georgia","GA","Haralson ",13,13,2248,8658,176
"Georgia","GA","Harris ",14,14,4179,10645,68
"Georgia","GA","Hart ",9,9,3365,6537,89
"Georgia","GA","Heard ",11,11,1042,3133,44
"Georgia","GA","Henry ",40,40,40527,47115,580
"Georgia","GA","Houston ",26,26,22094,33392,386
"Georgia","GA","Irwin ",12,12,1197,2605,26
"Georgia","GA","Jackson ",18,18,4950,17776,215
"Georgia","GA","Jasper ",9,9,1935,3916,49
"Georgia","GA","Jeff Davis ",11,11,1350,3847,50
"Georgia","GA","Jefferson ",10,10,4149,3061,24
"Georgia","GA","Jenkins ",7,7,1482,1936,21
"Georgia","GA","Johnson ",9,9,1198,2426,20
"Georgia","GA","Jones ",13,13,4572,7782,79
"Georgia","GA","Lamar ",8,8,2745,4871,60
"Georgia","GA","Lanier ",5,5,1062,1787,21
"Georgia","GA","Laurens ",20,20,7769,12052,110
"Georgia","GA","Lee ",12,12,3100,9923,56
"Georgia","GA","Liberty ",15,15,10474,5828,69
"Georgia","GA","Lincoln ",9,9,1650,2731,35
"Georgia","GA","Long ",7,7,1288,2119,43
"Georgia","GA","Lowndes ",35,35,17405,21085,267
"Georgia","GA","Lumpkin ",17,17,2586,8326,151
"Georgia","GA","Macon ",7,6,3251,1712,18
"Georgia","GA","Madison ",14,14,2957,8224,128
"Georgia","GA","Marion ",9,9,1381,1772,29
"Georgia","GA","McDuffie ",12,12,3989,5400,50
"Georgia","GA","McIntosh ",9,9,2905,3282,41
"Georgia","GA","Meriwether ",16,16,4465,4982,52
"Georgia","GA","Miller ",3,3,809,1897,21
"Georgia","GA","Mitchell ",13,13,3872,4201,45
"Georgia","GA","Monroe ",16,16,4106,7933,79
"Georgia","GA","Montgomery ",9,9,1045,2521,23
"Georgia","GA","Morgan ",12,12,3091,5987,70
"Georgia","GA","Murray ",9,9,3026,8180,163
"Georgia","GA","Muscogee ",50,50,44158,29568,285
"Georgia","GA","Newton ",24,24,20827,20337,237
"Georgia","GA","Oconee ",15,15,4825,12120,177
"Georgia","GA","Oglethorpe ",12,12,2232,4144,60
"Georgia","GA","Paulding ",30,30,17229,39192,536
"Georgia","GA","Peach ",9,9,5927,5173,61
"Georgia","GA","Pickens ",14,14,2595,10004,177
"Georgia","GA","Pierce ",10,10,1253,5500,33
"Georgia","GA","Pike ",10,10,1574,6542,77
"Georgia","GA","Polk ",13,13,4052,9850,201
"Georgia","GA","Pulaski ",5,5,1377,2553,23
"Georgia","GA","Putnam ",11,11,3102,5966,59
"Georgia","GA","Quitman ",4,4,597,509,8
"Georgia","GA","Rabun ",11,11,2001,5487,96
"Georgia","GA","Randolph ",11,11,1833,1370,12
"Georgia","GA","Richmond ",75,75,52100,26842,329
"Georgia","GA","Rockdale ",20,20,20421,16860,230
"Georgia","GA","Schley ",3,3,479,1252,6
"Georgia","GA","Screven ",14,14,3024,3423,34
"Georgia","GA","Seminole ",7,7,1657,2315,21
"Georgia","GA","Spalding ",23,23,10141,14885,206
"Georgia","GA","Stephens ",10,10,2705,7689,100
"Georgia","GA","Stewart ",7,7,1305,783,17
"Georgia","GA","Sumter ",13,13,6444,5713,64
"Georgia","GA","Talbot ",10,10,2367,1300,25
"Georgia","GA","Taliaferro ",4,4,643,339,8
"Georgia","GA","Tattnall ",11,11,1932,4730,41
"Georgia","GA","Taylor ",8,8,1533,2019,26
"Georgia","GA","Telfair ",8,8,1862,2486,26
"Georgia","GA","Terrell ",8,8,2501,1890,25
"Georgia","GA","Thomas ",22,22,7720,10642,87
"Georgia","GA","Tift ",14,14,4749,9431,72
"Georgia","GA","Toombs ",16,16,2964,6658,66
"Georgia","GA","Towns ",6,6,1391,4292,56
"Georgia","GA","Treutlen ",8,8,1112,1826,16
"Georgia","GA","Troup ",18,18,10438,15374,182
"Georgia","GA","Turner ",5,5,1427,2096,29
"Georgia","GA","Twiggs ",7,7,2402,2087,30
"Georgia","GA","Union ",13,13,2486,8007,126
"Georgia","GA","Upson ",12,12,4050,7282,62
"Georgia","GA","Walker ",20,19,6094,17101,296
"Georgia","GA","Walton ",21,21,8469,27253,276
"Georgia","GA","Ware ",14,14,4034,8311,71
"Georgia","GA","Warren ",8,8,1554,1087,19
"Georgia","GA","Washington ",10,10,4607,4216,40
"Georgia","GA","Wayne ",17,17,2858,7601,96
"Georgia","GA","Webster ",6,6,515,588,7
"Georgia","GA","Wheeler ",4,4,794,1408,8
"Georgia","GA","White ",13,13,2174,8467,106
"Georgia","GA","Whitfield ",25,25,8167,19230,254
"Georgia","GA","Wilcox ",8,8,978,2159,24
"Georgia","GA","Wilkes ",9,9,2315,2705,32
"Georgia","GA","Wilkinson ",11,11,2298,2349,23
"Georgia","GA","Worth ",18,18,2540,5777,42
